Name,Degree,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality
Dr. Aghilavendan P,"MS - Orthopaedics, MBBS",,,Vanagaram,Chennai,₹800,17,"Spine Surgeon (Ortho), Orthopedic surgeon"
Dr. Abirami,"MS - Obstetrics & Gynaecology, MBBS",,,Thousand Lights,Chennai,₹1000,11,"Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist, Obstetrician"
Dr. Karthiga Devi,"MBBS, MS - Obstetrics & Gynaecology",100%,(75 patients),Perungudi,Chennai,₹700,18,"Obstetrician, Gynecologist"
Dr. Vamsi Krishna,"MBBS, MS - General Surgery",,,Kodambakkam,Chennai,₹400,10,General Practitioner
Dr. Jerome,BDS,,,Velachery,Chennai,₹500,n6,"Dentist, Dental Surgeon"
Dr. D.Sai Baalasubramanian,"M.D. (Psychiatry), MBBS",94%,(35 patients),Chitlapakkam,Chennai,₹1250,20,Psychiatrist
Dr. Reshma,"MBBS, MS - Obstetrics & Gynaecology",,,Korattur,Chennai,₹500,t5,Infertility Specialist
Dr. Sathish Kumar D,BDS,97%,(443 patients),Arumbakkam,Chennai,₹200,13,Dentist
Dr. Katheeja Nasika,"MBBS, DNB - Dermatology, Venereology & Leprosy",94%,(32 patients),Chromepet,Chennai,₹600,t6,"Dermatologist, Cosmetologist, Trichologist"
Dr. Praveen Kumar,BDS,100%,(21 patients),Selaiyur,Chennai,₹100,t9,"Dentist, Implantologist"
Dr. Preeti Raj   (PhD),"M.Phil - Foods and Nutrition, M.Sc. - Home Science (Food & Nutrition), Ph.D. - Food & Nutrition, BSc. - Nutrition Food Service Management and Dietetics",94%,(192 patients),Perungudi,Chennai,₹3000,15,TherapistDietitian/Nutritionist
Dr. Joshua Chadwick,"MD - Physician, Master of Public Health (MPH)",100%,(27 patients),Pallikaranai,Chennai,₹250,t8,"General Physician, Public Health Medicine Specialist"
Dr. Jamuna Udhayaraja,BDS,99%,(67 patients),T Nagar,Chennai,₹500,43,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist, Implantologist"
Dr. Selva Seetha Raman,"MBBS, DNB - General Surgery, MCh - Plastic & Reconstructive Surgery, DNB - Plastic Surgery, MS - General Surgery",100%,(28 patients),Perumbakkam,Chennai,₹1000,20,Plastic Surgeon
Dr. M Annapoorani,"MBBS, MS - General Surgery",,,Velachery,Chennai,₹550,14,"General Surgeon, Laparoscopic Surgeon"
Dr. Ajay Kumar,"MBBS, MCh - Cardio Thoracic and Vascular Surgery",,,Nanganallur,Chennai,₹550,t1,"Cardiothoracic and Vascular Surgeon, Cardiologist"
Dr. Nandhini Palani,"MD - Dermatology , Venereology & Leprosy, MBBS",95%,(19 patients),Tambaram West,Chennai,₹700,t5,Dermatologist
Dr. Rajesh Kesavan,"MBBS, MS - General Surgery",95%,(351 patients),Greams Road,Chennai,₹1000,17,"Diabetic Foot Surgeon, General Surgeon"
Dr. Vanitha Shri,"MBBS, DNB - Obstetrics & Gynecology",96%,(100 patients),Madipakkam,Chennai,₹500,20,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Sanjeev Mohanty,"MBBS, MS - ENT",97%,(290 patients),Manapakkam,Chennai,₹900,29,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon"
Dr. M. Kodeeswaran,"MBBS, MCh - Neuro Surgery",99%,(3620 patients),Anna Nagar,Chennai,₹500,22,"Neurosurgeon, Neurologist, Spine Surgeon (Neuro)"
Dr. Viswanathan V,MBBS,,,Thousand Lights,Chennai,₹1000,36,General Physician
Dr. Shruthy,"BDS, MDS - Periodontics",100%,(26 patients),Porur,Chennai,₹300,10,Dentist
Dr. Roshan kumar,"MBBS, MD - Pulmonary Medicine",98%,(56 patients),Vadapalani,Chennai,₹600,12,Pulmonologist
Dr. Refai Showkathali,"MBBS, MRCP (UK), CCT - Cardiology",100%,(23 patients),Greams Road,Chennai,₹1000,24,"Cardiologist, Interventional Cardiologist"
Dr. M.Aswathi,BAMS,,,Kotturpuram,Chennai,₹250,a5,AYUSHAyurveda
Dr. Jayashree Narasimhan,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate in Pulmonary Diseases (American Board of Internal Medicine), Diplomate in Critical Care Medicine (American Board of Internal Medicine)",,,Teynampet,Chennai,₹1000,30,Pulmonologist
Dr. Mani C S,MBBS,,,Teynampet,Chennai,₹1000,17,General Physician
Dr. Lakshmi Durga M,"MBBS, DDVL",99%,(112 patients),Anna Nagar,Chennai,₹600,18,"Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist"
Dr. Subashini,MBBS,,,Vanagaram,Chennai,₹1000,17,General Physician
Dr. Murugan L,"MBBS, MCh - Neuro Surgery",,,Teynampet,Chennai,₹1000,28,General Physician
Dr. Vimal Kumar G,"MBBS, MD - Pediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",,,Chromepet,Chennai,₹600,17,"Pediatrician, Pediatric Hematologic-Oncologist"
Ms. Muthulakshmi,Diploma in Clinical Nutrition,91%,(11 patients),KK Nagar,Chennai,₹2000,19,TherapistDietitian/Nutritionist
Dr. Rajeshwari Nayak,"MBBS, DNB - Cardiology, DNB - General Medicine",,,Greams Road,Chennai,₹1000,26,Cardiologist
Dr. P.Urmila,"BDS, MDS - Conservative Dentistry & Endodontics",,,Nungambakkam,Chennai,₹500,11,"Endodontist, Dental Surgeon"
Dr. T S Srinath,"MBBS, MD - General Medicine, DNB - Cardiology",,,Vadapalani,Chennai,₹1000,27,Cardiologist
Dr. Prasanth G,"MBBS, MD - Respiratory Medicine",,,Poonamalle,Chennai,₹500,t6,Pulmonologist
Dr. Ravichandran,"MBBS, Diploma in Dermatology, MD - Dermatology",79%,(33 patients),Greams Road,Chennai,₹1000,42,Dermatologist
Dr. Noorul Ameen,"MBBS, MD - General Medicine, DM - Neurology",,,Perumbakkam,Chennai,₹600,11,Neurologist
Dr. Agnetia Vinoth Antoni Das,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,Manapakkam,Chennai,₹800,13,Neurosurgeon
Dr. Ennapadam S. Krishnamoorthy,"MBBS, M.D. (Psychiatry)",87%,(30 patients),Teynampet,Chennai,₹1500,32,"Neuropsychiatrist, Psychiatrist"
Dr. Shankar Ganesh,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,Teynampet,Chennai,₹1500,22,Neurosurgeon
Dr. Vasuki R,"MBBS, MS - General Surgery",,,Vanagaram,Chennai,₹800,21,"General Surgeon, General Physician"
Dr. Mohnish P,"MBBS, MD - Radio Diagnosis/Radiology",100%,(16 patients),Perumbakkam,Chennai,₹700,12,"Radiologist, Interventional Radiologist"
Dr. Nitya Narayanan,"MBBS, DNB - ENT",,,Thousand Lights,Chennai,₹700,28,ENT/ Otorhinolaryngologist
Dr. Kalaivani,"MDS - Periodontics, BDS",,,Kandanchavadi,Chennai,₹200,22,"Implantologist, Periodontist, Dentist"
Dr. Ashwin Karuppan,"MBBS, MD - General Medicine",,,Perumbakkam,Chennai,₹500,17,"Internal Medicine, General Physician"
Dr. L Mathuvenkatesan,"BHMS, MD - Homeopathy",,,Ashok Nagar,Chennai,₹450,24,AYUSHHomoeopath
Dr. Nishat Fatima,"MBBS, Masters in Clinical Dermatology",,,T Nagar,Chennai,₹1000,12,Hair Transplant Surgeon
Dr. Senthil Kumar Durai,"MBBS, MS - Orthopaedics",,,Greams Road,Chennai,₹1000,16,Orthopedic surgeon
Dr. Shyamala Gopi,MBBS,,,Greams Road,Chennai,₹1000,31,General Physician
Dr. K Roshni,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Mylapore,Chennai,₹500,t8,"Dermatologist, Hair Transplant Surgeon, Trichologist, Venereologist"
Dr. Vesta Enid Lydia,"BDS, Fellowship in Medical Cosmetology (FMC)",99%,(330 patients),Anna Nagar West,Chennai,₹300,11,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Implantologist"
Dr. Shunmuga Sundaram,"MBBS, MD - General Medicine, Diploma in Child Health (DCH), DM - Neurology",94%,(17 patients),Adambakkam,Chennai,₹700,29,Neurologist
Dr. S. Shyam Kumar,"MBBS, MS - ENT",,,Greams Road,Chennai,₹1000,23,ENT/ Otorhinolaryngologist
Dr. S. Hemachandran,"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",,,Arumbakkam,Chennai,₹700,20,ENT/ Otorhinolaryngologist
Dr. Balamurugan J,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",98%,(47 patients),Adyar,Chennai,₹500,18,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. R Krishnamoorthy,"MBBS, MS - General Surgery, MCh - Plastic Surgery",,,Vadapalani,Chennai,₹800,33,Plastic Surgeon
Dr. K.M.Imran Sheriff,"BDS, MDS - Prosthodontist And Crown Bridge",100%,(80 patients),Royapettah,Chennai,₹200,11,"Prosthodontist, Dental Surgeon"
Dr. S. Saravanan   (Physiotherapist),BPTh/BPT,96%,(341 patients),Egmore,Chennai,₹200,24,TherapistPhysiotherapist
Dr. Anil Vaidya,"MBBS, DNB - General Surgery",,,Anna Nagar,Chennai,₹1500,33,General Surgeon
Dr. Raja Thiruppathi,"MBBS, Diploma in Orthopaedics",,,MRC Nagar,Chennai,₹500,31,Orthopedic surgeon
Dr. Rohith,MBBS,100%,(21 patients),Pallavaram,Chennai,₹300,y8,"General Physician, Special Interest in Diabetology"
Dr. Anandi A,MBBS,,,Vanagaram,Chennai,₹1000,22,General Physician
Dr. P R Chockalingam,"MDS - Paedodontics And Preventive Dentistry, BDS",98%,(1704 patients),Velachery,Chennai,₹300,22,"Pediatric Dentist, Dental Surgeon"
Dr. Anusha,"BDS, MDS - Conservative Dentistry & Endodontics",,,Virugambakkam,Chennai,₹200,13,"Dentist, Endodontist"
Dr. Niveditha Bharathy,"MBBS, DGO",,,Teynampet,Chennai,₹1000,26,Gynecologist
Dr. Deepa Chegu,"MBBS, Diploma in Medical Radio-Diagnosis",,,Perumbakkam,Chennai,₹1000,22,Radiologist
Dr. Ramya S,BDS,,,Vanagaram,Chennai,₹500,23,Dentist
Dr. Murali Venkatraman,"MBBS, MS - General Surgery",,,Greams Road,Chennai,₹1500,41,General Surgeon
Dr. Prof. Hr. Nargis Wahaab   (PhD),Doctorate in Acupunture (D.Ac),97%,(194 patients),Anna Nagar,Chennai,₹500,18,TherapistAcupuncturist
Dr. B S Ramakrishna,"MBBS, MD - General Medicine, DM - Gastroenterology",94%,(84 patients),Vadapalani,Chennai,₹800,45,Gastroenterologist
Dr. Sunder Thirugnana Sambandan,"MBBS, MS - General Surgery, FRCS - Cardiothoracic Surgery",,,Greams Road,Chennai,₹1000,27,Cardiothoracic Surgeon
Dr. Jeeva Rathan J,"BDS, MDS - Paedodontics And Preventive Dentistry",99%,(898 patients),Velachery,Chennai,₹400,24,"Pediatric Dentist, Cosmetic/Aesthetic Dentist, Dentist, Dental Surgeon"
Dr. Preethi M,"DM - Gastroenterology, DNB - General Medicine, MBBS, MRCP (UK)",,,Greams Road,Chennai,₹1000,20,Gastroenterologist
Dr. Ida Fanny J,"BDS, MDS - Pedodontics",,,Nungambakkam,Chennai,₹300,17,"Pediatric Dentist, Dental Surgeon"
Dr. Vijayaraghavan,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",,,Anna Nagar,Chennai,₹1200,18,Spine Surgeon (Ortho)
Dr. N Thamil Pavai,"MBBS, MD - General Medicine, DM - Neurology",100%,(11 patients),Anna Nagar,Chennai,₹800,27,Neurologist
Dr. R. J. Niranjan,"MDS - Periodontics, BDS",,,Ashok Nagar,Chennai,₹200,12,"Dentist, Periodontist, Implantologist"
Dr. K Sandhya,"MBBS, DGO",,,Anna Nagar,Chennai,₹800,21,Obstetrician
Dr. Lakshmi,"BDS, MDS - Prosthodontics",97%,(149 patients),Anna Nagar,Chennai,₹400,27,"Prosthodontist, Implantologist"
Dr. Dinesh Raj E,BDS,99%,(134 patients),Perambur,Chennai,₹300,11,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Radhika Meka,"MBBS, DGO",95%,(21 patients),Kilpauk,Chennai,₹500,25,"Gynecologist, Infertility Specialist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Suresh Kumar G D,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MRCP (UK), CCT- Child and Adolescent Psychiatry",,,Thousand Lights,Chennai,₹1000,25,Adolescent And Child Psychiatrist
Dr. Prem A.P,"MBBS, MS - General Surgery",,,Greams Road,Chennai,₹1000,34,General Surgeon
Dr. Jimmy Shad,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",,,Thousand Lights,Chennai,₹600,13,Pediatric Surgeon
Dr. Ganesh.R,"MBBS, DNB - Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",,,Saidapet,Chennai,₹800,19,Pediatrician
Dr. Venkatasubramanian Rangarajan,"MBBS, MS - General Surgery",,,Greams Road,Chennai,₹1000,27,"General Surgeon, General Physician"
Dr. Meena Thiagarajan,MBBS,,,Thousand Lights,Chennai,₹700,18,General Physician
Dr. Paresh K Doshi,"MBBS, MCh - Neuro Surgery",,,Greams Road,Chennai,₹1000,38,Neurosurgeon
Dr. Ashok Selvaraj,"MBBS, MS - Orthopaedics",,,Manapakkam,Chennai,₹800,17,Orthopedic surgeon
Dr. Raj B Singh,"MBBS, MD - General Medicine",,,Greams Road,Chennai,₹1500,41,Internal Medicine
Dr. Hemalatha.V.T,"BDS, MDS - Oral Medicine and Radiology",,,Kilkattalai,Chennai,₹150,16,"Dentist, Oral Medicine and Radiology"
Dr. Sarathkala.P,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",,,Vadapalani,Chennai,₹400,21,Pediatrician
Dr. Sobika,BDS,,,Thoraipakkam,Chennai,₹200,t3,Dentist
Dr. Uma Maheshwari M,"MBBS, DNB - Obstetrics & Gynecology",,,Vanagaram,Chennai,₹800,17,"Obstetrician, Gynecologist"
Dr. B Harriprasad,"MBBS, MD - General Medicine, DM - Gastroenterology",,,Aminjikarai,Chennai,₹500,10,Gastroenterologist
Dr. Ravindran,"MBBS, MD - General Medicine",,,Kilpauk,Chennai,₹300,17,Internal Medicine
Dr. Vignesh Vikram,"BDS, MDS - Periodontics",100%,(48 patients),Chromepet,Chennai,₹200,14,"Dentist, Implantologist, Periodontist"
Dr. A. Sherin Almash,"MBBS, MS - Obstetrics & Gynaecology",,,Valasaravakkam,Chennai,₹500,n5,"Gynecologist, Obstetrician"
Dr. Sindhu Kalyanaraman,"MS - ENT, MBBS",98%,(65 patients),T Nagar,Chennai,₹600,10,ENT/ Otorhinolaryngologist
Dr. Premkumar K,"MBBS, MD - General Medicine, DM - Gastroenterology",,,Teynampet,Chennai,₹1000,17,"Gastroenterologist, General Physician"
Dr. Suresh Kumar D,"MBBS, MD - General Medicine",,,Vanagaram,Chennai,₹800,26,"Internal Medicine, General Physician, Special Interest in Infectious Diseases"
Dr. Rajkumar M,"MBBS, MS - General Surgery, DNB - General Surgery, MCh - Vascular Surgery",91%,(11 patients),Vanagaram,Chennai,₹800,42,Vascular Surgeon
Dr. Naveen H C,MBBS,,,Kilpauk,Chennai,₹1000,22,General Physician
Dr. M. Balamurugan,"MBBS, DNB - Neurosurgery",92%,(12 patients),Teynampet,Chennai,₹1500,25,Neurosurgeon
Dr. Rajeshwari,"MBBS, MD - Dermatology , Venereology & Leprosy",83%,(959 patients),T Nagar,Chennai,₹750,20,"Hair Transplant Surgeon, Dermatologist, Cosmetologist"
Dr. R.Poornika,"MBBS, DO",100%,(11 patients),Kolathur,Chennai,₹300,n5,Ophthalmologist/ Eye Surgeon
Dr. Kamal Raj,"MBBS, MS - General Surgery",96%,(25 patients),Anna Nagar,Chennai,₹499,20,"General Surgeon, Proctologist, Laparoscopic Surgeon"
Dr. Indra Nedumaran,"MBBS, DNB - Obstetrics & Gynecology",99%,(462 patients),Shenoy Nagar,Chennai,₹550,25,"Gynecologist, Obstetrician"
Dr. Amudha Hari,"MBBS, DGO",90%,(49 patients),Sholinganallur,Chennai,₹400,36,"Obstetrician, Gynecologist, Infertility Specialist"
Dr. Gnanaraj Jayabal,BDS,100%,(24 patients),Mogappair East,Chennai,₹300,18,"Dentist, Implantologist, Cosmetic/Aesthetic Dentist"
Dr. K.P.Dinakaran,MD - Physician,,,Thoraipakkam,Chennai,₹300,20,General Physician
Dr. Ramachandran V,"MBBS, MRCS (UK), MS - General Surgery, FRCS - Urology",,,MRC Nagar,Chennai,₹1000,18,Urologist
Dr. Epari Satish Kumar,"MBBS, MD - General Medicine, DNB - Cardiology",,,Anna Nagar,Chennai,₹800,28,Cardiologist
Dr. Reena Jain   (PhD),"PhD - Yoga, Post Graduate Diploma in Clinical Nutrition & Dietetics",100%,(11 patients),Purasawakkam,Chennai,₹800,y8,"AYUSHDietitian/Nutritionist, Yoga and Naturopathy"
Dr. D Vignesh Kumar,MBBS,,,Velachery,Chennai,₹500,25,General Physician
Dr. Abraham Oomman,"MBBS, MD - General Medicine, DM - Cardiology, DNB - Cardiology",,,Greams Road,Chennai,₹1000,32,Cardiologist
Dr. G Buvaneswari,"MBBS, DGO, DNB - Obstetrics & Gynecology",67%,(12 patients),Chromepet,Chennai,₹600,28,"Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn), Gynecologist, Obstetrician"
Dr. Raghu,"MDS - Periodontics, BDS",98%,(451 patients),T Nagar,Chennai,₹400,14,"Implantologist, Periodontist, Dental Surgeon, Dentist"
Dr. Murugan   (Physiotherapist),BPTh/BPT,,,Velachery,Chennai,₹300,27,TherapistPhysiotherapist
Dr. B.Suba Rajinikanth,"MBBS, DNB - Paediatrics",,,Anna Nagar,Chennai,₹1200,22,Pediatrician
Dr. U.Robinson,"Diploma in Otorhinolaryngology (DLO), MBBS",96%,(1463 patients),Pallavaram,Chennai,₹500,22,ENT/ Otorhinolaryngologist
Dr. Nivedita S,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",,,Sholinganallur,Chennai,₹800,12,"Obstetrician, Gynecologist"
Dr. Nivethitha Mohan,"BDS, MDS - Oral & Maxillofacial Surgery",,,Mylapore,Chennai,₹500,n7,"Dentist, Oral And MaxilloFacial Surgeon"
Dr. Meenakshi K R,BDS,,,OMR Road,Chennai,₹500,12,Dentist
Dr. V R Roopesh Kumar,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,Tharamani,Chennai,₹2000,25,Neurosurgeon
Dr. Venkateshwar Ravisankar,"MBBS, MS - Ophthalmology",,,Royapettah,Chennai,₹500,15,Ophthalmologist/ Eye Surgeon
Dr. D Srikrishna,BAMS,98%,(209 patients),West Mambalam,Chennai,₹500,12,AYUSHAyurveda
Dr. Vani Sundarapandian,"MRCOG(UK), MD - Obstetrics & Gynaecology",98%,(600 patients),Neelankarai,Chennai,₹750,30,Infertility Specialist
Dr. V. Bharathi,"MBBS, MS - Obstetrics & Gynaecology",97%,(63 patients),Mandaveli,Chennai,₹750,16,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Muthu krishnan,"MBBS, M.D. (Psychiatry)",,,Greams Road,Chennai,₹1500,46,"Psychiatrist, General Physician"
Dr. Senthilkumar,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Naturopathy & Yogic Science (DNYS)",99%,(67 patients),Ashok Nagar,Chennai,₹400,13,"TherapistOrthopedic Physiotherapist, Physiotherapist"
Dr. Swathy KJ,"MBBS, MS - Obstetrics & Gynaecology",,,Kolathur,Chennai,₹400,)8,"Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Thirumalai Ganesan Govindasamy,"MBBS, MCh - Urology/Genito-Urinary Surgery, MS - General Surgery",,,Greams Road,Chennai,₹500,38,Urologist
,,,,,,,,
Dr. Bharath Kumar. G,"MBBS, MD - General Medicine, DNB - Cardiology",,,Perumbakkam,Chennai,₹600,17,Cardiologist
Dr. Ravindran Kumeran,"DNB - General Surgery, MBBS",45%,(11 patients),Kilpauk,Chennai,₹1000,31,General Surgeon
Dr. Ravi G R,"MBBS, MD - General Medicine",,,Kilpauk,Chennai,₹500,26,General Physician
Dr. Visakan Jagadeesan,"BDS, MDS - Oral & Maxillofacial Surgery",91%,(11 patients),Manapakkam,Chennai,₹800,20,"Oral And MaxilloFacial Surgeon, Craniofacial Surgeon, Hair Transplant Surgeon"
Dr. Binu Ninan,"MBBS, MD - Pediatrics",,,Anna Nagar,Chennai,₹1100,33,Pediatrician
Dr. Mustafa Murtuza   (Physiotherapist),BPTh/BPT,,,Mannady,Chennai,₹400,t5,TherapistPhysiotherapist
Dr. Deepa Elizabeth Mathew,"MBBS, Fellow of the Royal College of Pediatrics and Child Health (UK)",97%,(31 patients),Vanagaram,Chennai,₹800,26,Pediatrician
Dr. Madan Kartiya,MBBS,,,Chromepet,Chennai,₹250,r5,"General Physician, General Practitioner"
Dr. Nivas,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",100%,(14 patients),Nungambakkam,Chennai,₹750,17,"GastroIntestinal Surgeon, Laparoscopic Surgeon"
Dr. Ubal Dhus,"MBBS, MD - General Medicine, DM - Gastroenterology",53%,(17 patients),Greams Road,Chennai,₹1500,25,Gastroenterologist
Dr. Suman Kalyan,"MBBS, MD - Radiotherapy, DM - Oncology",,,Manapakkam,Chennai,₹800,13,"Medical Oncologist, Radiation Oncologist"
Dr. Perungo Thirumarai Chelvan,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",85%,(13 patients),Chromepet,Chennai,₹800,19,"Gastroenterologist, GastroIntestinal Surgeon, Bariatric Surgeon"
Dr. Deerush Kannan Sakthivel,MBBS,,,Valasaravakkam,Chennai,₹250,r9,General Practitioner
Dr. Vikram P S J,"MS - ENT, MBBS",,,Greams Road,Chennai,₹600,12,ENT/ Otorhinolaryngologist
Dr. L. Bharath,"MBBS, MS - Orthopaedics",,,Kilpauk,Chennai,₹600,19,Orthopedic surgeon
Dr. Krishnamurthy,"MBBS, MD - General Medicine, DM - Rheumatology",,,Teynampet,Chennai,₹1000,42,"Rheumatologist, General Physician"
Dr. Prakash Agarwal,"MBBS, MCh - Pediatric  Surgery, MS - General Surgery",85%,(13 patients),Thousand Lights,Chennai,₹1000,29,"Pediatric Surgeon, Laparoscopic Surgeon"
Dr. Usha Srinivas,"MBBS, MD - General Medicine, DM - Gastroenterology",,,Greams Road,Chennai,₹1500,30,Gastroenterologist
Dr. Sindhu,"MBBS, MD - Pediatrics, DM - Neonatology",,,OMR Road,Chennai,₹600,20,Neonatologist
Dr. A.Natarajan,MBBS,,,Anna Nagar,Chennai,₹800,39,General Physician
Dr. Senthil Kumaran,"MBBS, MS - General Surgery, MCh - Plastic Surgery",,,Manapakkam,Chennai,₹800,23,Plastic Surgeon
Dr. Siva Muthukumar,"MBBS, MCh - Cardio Thoracic Surgery, DNB - General Surgery, DNB - Cardiothoracic Surgery, MS - General Surgery",,,OMR Road,Chennai,₹700,25,"Cardiologist, Cardiothoracic Surgeon"
Dr. Meenakshi M S,"MBBS, MD - Pediatrics, DM - Cardiology, FNB - Interventional  Cardiology",,,Manapakkam,Chennai,₹800,22,Interventional Cardiologist
Dr. Kannan Prema,"MBBS, MS - General Surgery, MCh - Plastic Surgery",,,Greams Road,Chennai,₹2000,22,Plastic Surgeon
Dr. Dhilip Kumar T,"MBBS, MS - Orthopaedics",,,Tondiarpet,Chennai,₹500,31,Orthopedic surgeon
Dr. Jagadeesh C,"MBBS, MD - General Medicine",,,Greams Road,Chennai,₹500,25,Internal Medicine
Dr. Surendran R,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",,,Greams Road,Chennai,₹1000,28,GastroIntestinal Surgeon
Dr. Dolly Lakhani,MBBS,,,Kilpauk,Chennai,₹700,27,General Physician
Dr. Kirthika K S,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",,,Thousand Lights,Chennai,₹1000,23,"Gynecologist, Obstetrician"
Dr. Tejaswi Cherukuri,"MBBS, MD - Dermatology , Venereology & Leprosy",100%,(13 patients),Neelankarai,Chennai,₹600,10,"Dermatologist, Cosmetologist, Aesthetic Dermatologist"
Dr. Mathangi,"MRCOG(UK), DGO, MBBS",,,Saidapet,Chennai,₹800,20,"Obstetrician, Gynecologist, Infertility Specialist"
Dr. Varun Gunasekar,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",100%,(59 patients),Mugalivakkam,Chennai,₹300,12,"Pediatrician, General Practitioner"
Dr. R Sakthi Rajan,"MBBS, MD - General Medicine, DM - Nephrology",100%,(22 patients),KK Nagar,Chennai,₹600,11,Nephrologist/Renal Specialist
Dr. Prince Lenin,MBBS,100%,(14 patients),Chromepet,Chennai,,n5,General Physician
Ms. Aishwarya.M,BASLP,,,Aminjikarai,Chennai,₹500,t3,"TherapistSpeech Therapist, Audiologist"
